Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg)
15469,15628.17466,10.16.2015 13:54:47,2515.628568,6,1,-1.000162005,3.635963917,1.996313012,0.698855988,7.798004607,2.678626359,-9.72271E-05,0.12300247,0,0,0
15470,15629.19041,10.16.2015 13:54:48,2516.644324,6,1,-1.000162005,3.635802031,1.996313012,0.699138175,7.798004607,2.679652347,-9.72271E-05,0.12300247,0,0,0
15471,15630.20597,10.16.2015 13:54:49,2517.659875,6,1,-1.000162005,3.63547802,1.996313012,0.699420298,7.798004607,2.680678053,-0.000129604,0.12300247,0,0,0
15472,15631.206,10.16.2015 13:54:50,2518.659909,6,1,-0.999980688,3.635639906,1.996313012,0.699698107,7.798004607,2.681688043,-9.72271E-05,0.12300247,0,0,0
15473,15632.2208,10.16.2015 13:54:51,2519.67471,6,1,-0.999980688,3.635315895,1.996313012,0.699975904,7.798004607,2.682697951,-0.000129604,0.12300247,0,0,0
15474,15633.22109,10.16.2015 13:54:52,2520.674999,6,1,-1.000162005,3.635154009,1.996313012,0.700257914,7.798004607,2.683723135,-0.000129604,0.12300247,0,0,0
15475,15634.22154,10.16.2015 13:54:53,2521.675454,6,1,-1.000162005,3.634991884,1.996313012,0.700535842,7.798004607,2.684733445,-0.000129604,0.12300247,0,0,0
15476,15635.23718,10.16.2015 13:54:54,2522.691087,6,1,-0.999980688,3.634991884,1.996313012,0.700817977,7.798004607,2.685759019,-0.000129604,0.12300247,0,0,0
15477,15636.23723,10.16.2015 13:54:55,2523.691135,6,1,-1.000162005,3.634829998,1.996313012,0.701095798,7.798004607,2.686768859,-0.000161982,0.12300247,0,0,0
15478,15637.25198,10.16.2015 13:54:56,2524.705888,6,1,-1.000162005,3.634667873,1.996313012,0.701373587,7.798004607,2.68777856,-0.000129604,0.12300247,0,0,0
15479,15638.25266,10.16.2015 13:54:57,2525.706569,6,1,-0.999980688,3.634667873,1.996313012,0.701655681,7.798004607,2.688803873,-9.72271E-05,0.12300247,0,0,0
15480,15639.2684,10.16.2015 13:54:58,2526.722314,6,1,-1.000162005,3.634505987,1.996313012,0.701937848,7.798004607,2.689829421,-9.71794E-05,0.12300247,0,0,0
15481,15640.26842,10.16.2015 13:54:59,2527.722332,6,1,-0.999980688,3.634343863,1.996313012,0.70221565,7.798004607,2.690839061,-9.72271E-05,0.12300247,0,0,0
15482,15641.28408,10.16.2015 13:55:00,2528.737992,6,1,-1.000162005,3.634019852,1.996313012,0.702497807,7.798004607,2.691864476,-0.000162029,0.12300247,0,0,0
15483,15642.29959,10.16.2015 13:55:01,2529.753499,6,1,-0.999980688,3.633857965,1.996313012,0.702779915,7.798004607,2.692889665,-0.000161982,0.12300247,0,0,0
15484,15643.31519,10.16.2015 13:55:02,2530.769102,6,1,-1.000162005,3.633857965,1.996313012,0.703062064,7.798004607,2.693914959,-9.71794E-05,0.12300247,0,0,0
15485,15644.31528,10.16.2015 13:55:03,2531.769185,6,1,-1.000162005,3.633695841,1.996313012,0.703339895,7.798004607,2.694924532,-0.000129604,0.12300247,0,0,0
15486,15645.33001,10.16.2015 13:55:04,2532.783923,6,1,-0.999980688,3.633695841,1.996313012,0.703617676,7.798004607,2.695933891,-6.48022E-05,0.12300247,0,0,0
15487,15646.33068,10.16.2015 13:55:05,2533.784586,6,1,-1.000162005,3.63337183,1.996313012,0.703899782,7.798004607,2.696958938,-9.72271E-05,0.12300247,0,0,0
15488,15647.33069,10.16.2015 13:55:06,2534.7846,6,1,-1.000162005,3.63337183,1.996313012,0.704177592,7.798004607,2.697968337,-6.48022E-05,0.12300247,0,0,0
15489,15648.34638,10.16.2015 13:55:07,2535.800295,6,1,-0.999980688,3.633209705,1.996313012,0.704459762,7.798004607,2.698993536,-6.48022E-05,0.12300247,0,0,0
15490,15649.36213,10.16.2015 13:55:08,2536.816036,6,1,-1.000343323,3.632885695,1.996313012,0.704741941,7.798004607,2.700018735,-0.000129604,0.12300247,0,0,0
15491,15650.37771,10.16.2015 13:55:09,2537.831624,6,1,-1.000343323,3.632885695,1.996313012,0.705024079,7.798004607,2.701043739,-0.000162029,0.12300247,0,0,0
15492,15651.39328,10.16.2015 13:55:10,2538.847191,6,1,-1.000343323,3.632723808,1.996313012,0.705306209,7.798004607,2.702068683,-0.000161982,0.12300247,0,0,0
15493,15652.40886,10.16.2015 13:55:11,2539.862772,6,1,-0.999980688,3.632723808,1.996313012,0.705588342,7.798004607,2.70309359,-6.48022E-05,0.12300247,0,0,0
15494,15653.40897,10.16.2015 13:55:12,2540.862882,6,1,-1.000162005,3.632561684,1.996313012,0.705866178,7.798004607,2.704102848,-9.72271E-05,0.12300247,0,0,0
15495,15654.42444,10.16.2015 13:55:13,2541.878353,6,1,-1.000162005,3.632399797,1.996313012,0.706148288,7.798004607,2.705127599,-6.48022E-05,0.12300247,0,0,0
15496,15655.44011,10.16.2015 13:55:14,2542.894023,6,1,-1.000162005,3.632237673,1.996313012,0.706430443,7.798004607,2.706152486,-9.72271E-05,0.12300247,0,0,0
15497,15656.44016,10.16.2015 13:55:15,2543.89407,6,1,-1.000162005,3.632075787,1.996313012,0.706708251,7.798004607,2.707161545,-9.71794E-05,0.12300247,0,0,0
15498,15657.45526,10.16.2015 13:55:16,2544.909173,6,1,-1.000162005,3.632075787,1.996313012,0.706985959,7.798004607,2.708170196,-9.71794E-05,0.12300247,0,0,0
15499,15658.45567,10.16.2015 13:55:17,2545.909575,6,1,-0.999980688,3.631913662,1.996313012,0.707268162,7.798004607,2.709195148,-0.000129604,0.12300247,0,0,0
15500,15659.47141,10.16.2015 13:55:18,2546.925325,6,1,-0.999980688,3.631751776,1.996313012,0.707550339,7.798004607,2.710219952,-9.71794E-05,0.12300247,0,0,0
15501,15660.48672,10.16.2015 13:55:19,2547.94063,6,1,-0.999980688,3.631751776,1.996313012,0.707832395,7.798004607,2.711244276,-9.71794E-05,0.12300247,0,0,0
15502,15661.4869,10.16.2015 13:55:20,2548.940811,6,1,-0.999980688,3.631427526,1.996313012,0.708110258,7.798004607,2.712253333,-9.72271E-05,0.12300247,0,0,0
15503,15662.50247,10.16.2015 13:55:21,2549.956381,6,1,-0.999980688,3.63126564,1.996313012,0.708392372,7.798004607,2.713277797,-0.000129604,0.12300247,0,0,0
15504,15663.51817,10.16.2015 13:55:22,2550.972077,6,1,-0.999980688,3.631103516,1.996313012,0.708674535,7.798004607,2.714302399,-0.000129652,0.12300247,0,0,0
15505,15664.53362,10.16.2015 13:55:23,2551.987531,6,1,-0.999980688,3.631103516,1.996313012,0.708956631,7.798004607,2.715326719,-0.000129652,0.12300247,0,0,0
15506,15665.53383,10.16.2015 13:55:24,2552.987737,6,1,-0.999980688,3.630941629,1.996313012,0.7092345,7.798004607,2.716335653,-0.000129604,0.12300247,0,0,0
15507,15666.54933,10.16.2015 13:55:25,2554.003244,6,1,-0.999980688,3.630779505,1.996313012,0.709516606,7.798004607,2.717359946,-9.72271E-05,0.12300247,0,0,0
15508,15667.56492,10.16.2015 13:55:26,2555.018826,6,1,-0.999980688,3.630617619,1.996313012,0.709798742,7.798004607,2.71838431,-9.71794E-05,0.12300247,0,0,0
15509,15668.56498,10.16.2015 13:55:27,2556.018892,6,1,-0.999980688,3.630455494,1.996313012,0.710076563,7.798004607,2.719392973,-0.000129604,0.12300247,0,0,0
15510,15669.58056,10.16.2015 13:55:28,2557.03447,6,1,-1.000162005,3.630293608,1.996313012,0.710358708,7.798004607,2.720417286,-0.000129604,0.12300247,0,0,0
15511,15670.5806,10.16.2015 13:55:29,2558.034508,6,1,-1.000343323,3.630293608,1.996313012,0.710636544,7.798004607,2.721425919,-9.71794E-05,0.12300247,0,0,0
15512,15671.59612,10.16.2015 13:55:30,2559.050029,6,1,-1.000343323,3.629969597,1.996313012,0.71091867,7.798004607,2.722450081,-0.000129604,0.12300247,0,0,0
15513,15672.59612,10.16.2015 13:55:31,2560.050033,6,1,-0.999980688,3.629969597,1.996313012,0.711196479,7.798004607,2.723458534,-0.000161982,0.12300247,0,0,0
15514,15673.59616,10.16.2015 13:55:32,2561.050073,6,1,-0.999980688,3.629969597,1.996313012,0.711474287,7.798004607,2.724466964,-9.71794E-05,0.12300247,0,0,0
15515,15674.61175,10.16.2015 13:55:33,2562.065665,6,1,-1.000162005,3.629645586,1.996313012,0.711756417,7.798004607,2.725491041,-0.000129604,0.12300247,0,0,0
15516,15675.62733,10.16.2015 13:55:34,2563.081235,6,1,-0.999980688,3.629807472,1.996313012,0.712038549,7.798004607,2.726515089,-9.72271E-05,0.12300247,0,0,0
15517,15676.64294,10.16.2015 13:55:35,2564.096845,6,1,-0.999980688,3.629483461,1.996313012,0.712320686,7.798004607,2.727539118,-9.72271E-05,0.12300247,0,0,0
15518,15677.65857,10.16.2015 13:55:36,2565.112479,6,1,-0.999799371,3.629483461,1.996313012,0.712602832,7.798004607,2.728563142,-9.72271E-05,0.12300247,0,0,0
15519,15678.65859,10.16.2015 13:55:37,2566.112497,6,1,-1.000162005,3.628997326,1.996313012,0.71288064,7.798004607,2.729571383,-0.000162029,0.12300247,0,0,0
15520,15679.65869,10.16.2015 13:55:38,2567.112597,6,1,-0.999980688,3.629159451,1.996313012,0.713158462,7.798004607,2.730579635,-9.72271E-05,0.12300247,0,0,0
15521,15680.65894,10.16.2015 13:55:39,2568.11285,6,1,-1.000162005,3.62883544,1.996313012,0.713436333,7.798004607,2.731588019,-0.000162029,0.12300247,0,0,0
15522,15681.67414,10.16.2015 13:55:40,2569.128054,6,1,-1.000162005,3.628673315,1.996313012,0.713718366,7.798004607,2.732611453,-0.000162029,0.12300247,0,0,0
15523,15682.68978,10.16.2015 13:55:41,2570.143691,6,1,-1.000162005,3.628511429,1.996313012,0.714000513,7.798004607,2.733635272,-0.000129604,0.12300247,0,0,0
15524,15683.68981,10.16.2015 13:55:42,2571.143717,6,1,-1.000162005,3.628511429,1.996313012,0.714278315,7.798004607,2.734643289,-9.71794E-05,0.12300247,0,0,0
15525,15684.70538,10.16.2015 13:55:43,2572.159291,6,1,-1.000162005,3.628349304,1.996313012,0.714560448,7.798004607,2.735666988,-0.000129604,0.12300247,0,0,0
15526,15685.72096,10.16.2015 13:55:44,2573.17487,6,1,-0.999980688,3.628349304,1.996313012,0.714842578,7.798004607,2.736690654,-6.48022E-05,0.12300247,0,0,0
15527,15686.73659,10.16.2015 13:55:45,2574.190501,6,1,-1.000162005,3.628187418,1.996313012,0.715124714,7.798004607,2.737714302,-9.71794E-05,0.12300247,0,0,0
15528,15687.7366,10.16.2015 13:55:46,2575.19051,6,1,-1.000162005,3.628025293,1.996313012,0.715402513,7.798004607,2.738722183,-0.000129604,0.12300247,0,0,0
15529,15688.75218,10.16.2015 13:55:47,2576.206089,6,1,-0.999980688,3.628025293,1.996313012,0.715684649,7.798004607,2.739745762,-6.48022E-05,0.12300247,0,0,0
15530,15689.76781,10.16.2015 13:55:48,2577.22172,6,1,-1.000343323,3.627539396,1.996313012,0.715966804,7.798004607,2.740769371,-0.000161982,0.12300247,0,0,0
15531,15690.78346,10.16.2015 13:55:49,2578.237374,6,1,-1.000162005,3.627701283,1.996313012,0.716248974,7.798004607,2.741792996,-9.72271E-05,0.12300247,0,0,0
15532,15691.79905,10.16.2015 13:55:50,2579.25296,6,1,-1.000162005,3.627377272,1.996313012,0.716531112,7.798004607,2.74281646,-0.000129604,0.12300247,0,0,0
15533,15692.81464,10.16.2015 13:55:52,2580.268555,6,1,-1.000162005,3.627215385,1.996313012,0.716813244,7.798004607,2.743839871,-0.000161982,0.12300247,0,0,0
15534,15693.83025,10.16.2015 13:55:53,2581.284164,6,1,-1.000162005,3.627053261,1.996313012,0.717095383,7.798004607,2.744863268,-0.000162029,0.12300247,0,0,0
15535,15694.8303,10.16.2015 13:55:54,2582.284214,6,1,-1.000162005,3.627053261,1.996313012,0.717373198,7.798004607,2.745870944,-0.000129604,0.12300247,0,0,0
15536,15695.84587,10.16.2015 13:55:55,2583.299777,6,1,-0.999980688,3.627053261,1.996313012,0.717655327,7.798004607,2.746894234,-9.72271E-05,0.12300247,0,0,0
15537,15696.86149,10.16.2015 13:55:56,2584.315405,6,1,-1.000162005,3.62672925,1.996313012,0.717937477,7.798004607,2.747917558,-0.000129604,0.12300247,0,0,0
15538,15697.87713,10.16.2015 13:55:57,2585.331041,6,1,-1.000343323,3.626567125,1.996313012,0.718219632,7.798004607,2.748940857,-0.000162029,0.12300247,0,0,0
15539,15698.89274,10.16.2015 13:55:58,2586.346647,6,1,-0.999980688,3.62672925,1.996313012,0.718501767,7.798004607,2.749964049,-9.72271E-05,0.12300247,0,0,0
15540,15699.90834,10.16.2015 13:55:59,2587.362247,6,1,-1.000162005,3.626405239,1.996313012,0.71878391,7.798004607,2.750987233,-0.000129604,0.12300247,0,0,0
15541,15700.92306,10.16.2015 13:56:00,2588.376966,6,1,-0.999980688,3.626405239,1.996313012,0.718979225,7.798004607,2.751695523,-9.71794E-05,0.12300247,0,0,0
15542,15701.92404,10.16.2015 13:56:01,2589.377954,6,1,-1.000162005,3.626081228,1.996313012,0.719343881,7.798004607,2.753017848,-0.000129604,0.12300247,0,0,0
15543,15702.92409,10.16.2015 13:56:02,2590.378,6,1,-1.000162005,3.625919104,1.996313012,0.7196217,7.798004607,2.754025228,-0.000129604,0.12300247,0,0,0
15544,15703.93901,10.16.2015 13:56:03,2591.392925,6,1,-1.000162005,3.625919104,1.996313012,0.719899484,7.798004607,2.755032455,-0.000129604,0.12300247,0,0,0
15545,15704.93951,10.16.2015 13:56:04,2592.393418,6,1,-1.000162005,3.625757217,1.996313012,0.720177261,7.798004607,2.75603964,-0.000129201,0.12300247,0,0,0
15546,15705.95522,10.16.2015 13:56:05,2593.409127,6,1,-0.999980688,3.625757217,1.996313012,0.720463755,7.798004607,2.757078385,-0.000129604,0.12300247,0,0,0
15547,15706.95522,10.16.2015 13:56:06,2594.409129,6,1,-0.999980688,3.625595093,1.996313012,0.720741567,7.798004607,2.758085615,-9.72271E-05,0.12300247,0,0,0
15548,15707.97076,10.16.2015 13:56:07,2595.424674,6,1,-1.000343323,3.625271082,1.996313012,0.72102369,7.798004607,2.759108435,-0.000129604,0.12300247,0,0,0
15549,15708.98642,10.16.2015 13:56:08,2596.440327,6,1,-1.000162005,3.625109196,1.996313012,0.721305855,7.798004607,2.760131366,-0.000161982,0.12300247,0,0,0
15550,15710.00093,10.16.2015 13:56:09,2597.45484,6,1,-0.999980688,3.625109196,1.996313012,0.721587694,7.798004607,2.761153082,-0.000129604,0.12300247,0,0,0
15551,15711.00196,10.16.2015 13:56:10,2598.455869,6,1,-1.00052464,3.624784946,1.996313012,0.721865794,7.798004607,2.762161198,-0.000194454,0.12300247,0,0,0
15552,15712.01761,10.16.2015 13:56:11,2599.471516,6,1,-1.000343323,3.624784946,1.996313012,0.722147946,7.798004607,2.76318395,-0.000162029,0.12300247,0,0,0
15553,15713.03321,10.16.2015 13:56:12,2600.487117,6,1,-0.999980688,3.62462306,1.996313012,0.722430088,7.798004607,2.764206641,-0.000162029,0.12300247,0,0,0
15554,15714.04878,10.16.2015 13:56:13,2601.502688,6,1,-1.000162005,3.62462306,1.996313012,0.722712221,7.798004607,2.765229275,-9.72271E-05,0.12300247,0,0,0
15555,15715.04881,10.16.2015 13:56:14,2602.502719,6,1,-1.000162005,3.624299049,1.996313012,0.722990036,7.798004607,2.766236213,-0.000162029,0.12300247,0,0,0
15556,15716.06441,10.16.2015 13:56:15,2603.518325,6,1,-0.999980688,3.624460936,1.996313012,0.723272176,7.798004607,2.767258801,-6.48022E-05,0.12300247,0,0,0
15557,15717.06458,10.16.2015 13:56:16,2604.518488,6,1,-1.000162005,3.624136925,1.996313012,0.723550032,7.798004607,2.768265814,-9.72271E-05,0.12300247,0,0,0
15558,15718.07998,10.16.2015 13:56:17,2605.533892,6,1,-1.000162005,3.623975039,1.996313012,0.723832114,7.798004607,2.769288108,-0.000161982,0.12300247,0,0,0
15559,15719.07999,10.16.2015 13:56:18,2606.533899,6,1,-1.000162005,3.623975039,1.996313012,0.72410992,7.798004607,2.770294876,-9.71794E-05,0.12300247,0,0,0
15560,15720.09559,10.16.2015 13:56:19,2607.5495,6,1,-0.999980688,3.623812914,1.996313012,0.724392065,7.798004607,2.771317325,-9.72271E-05,0.12300247,0,0,0
15561,15721.09563,10.16.2015 13:56:20,2608.549539,6,1,-1.000162005,3.623651028,1.996313012,0.724669881,7.798004607,2.772324044,-9.71794E-05,0.12300247,0,0,0
15562,15722.11121,10.16.2015 13:56:21,2609.565116,6,1,-1.000162005,3.623488903,1.996313012,0.724952012,7.798004607,2.773346367,-0.000129604,0.12300247,0,0,0
15563,15723.12686,10.16.2015 13:56:22,2610.580771,6,1,-1.000162005,3.623327017,1.996313012,0.725234168,7.798004607,2.774368741,-0.000161982,0.12300247,0,0,0
15564,15724.14243,10.16.2015 13:56:23,2611.596337,6,1,-1.000162005,3.623164892,1.996313012,0.725516299,7.798004607,2.775390977,-0.000129604,0.12300247,0,0,0
15565,15725.14243,10.16.2015 13:56:24,2612.596341,6,1,-0.999980688,3.623164892,1.996313012,0.725794098,7.798004607,2.776397498,-6.48022E-05,0.12300247,0,0,0
15566,15726.15803,10.16.2015 13:56:25,2613.611943,6,1,-1.000162005,3.623003006,1.996313012,0.726076232,7.798004607,2.777419692,-6.48022E-05,0.12300247,0,0,0
15567,15727.17366,10.16.2015 13:56:26,2614.627568,6,1,-1.000162005,3.622840881,1.996313012,0.726358385,7.798004607,2.778441918,-9.72271E-05,0.12300247,0,0,0
15568,15728.18928,10.16.2015 13:56:27,2615.643193,6,1,-0.999980688,3.622840881,1.996313012,0.726640556,7.798004607,2.77946415,-9.72271E-05,0.12300247,0,0,0
15569,15729.20489,10.16.2015 13:56:28,2616.658796,6,1,-1.000162005,3.62251687,1.996313012,0.726922704,7.798004607,2.78048627,-0.000129604,0.12300247,0,0,0
15570,15730.22049,10.16.2015 13:56:29,2617.674397,6,1,-1.000162005,3.62251687,1.996313012,0.727204852,7.798004607,2.781508355,-0.000129604,0.12300247,0,0,0
15571,15731.2351,10.16.2015 13:56:30,2618.689006,6,1,-0.999980688,3.62251687,1.996313012,0.727426232,7.798004607,2.782310293,-9.72271E-05,0.12300247,0,0,0
15572,15732.23612,10.16.2015 13:56:31,2619.690027,6,1,-1.000162005,3.62219286,1.996313012,0.727764812,7.798004607,2.783536737,-9.65778E-05,0.12300247,0,0,0
15573,15733.23613,10.16.2015 13:56:32,2620.690041,6,1,-1.000162005,3.622030735,1.996313012,0.728042618,7.798004607,2.784542994,-0.000129604,0.12300247,0,0,0
15574,15734.25169,10.16.2015 13:56:33,2621.705595,6,1,-1.000162005,3.621706724,1.996313012,0.728324754,7.798004607,2.785564893,-0.000162029,0.12300247,0,0,0
15575,15735.26733,10.16.2015 13:56:34,2622.721238,6,1,-1.000162005,3.621706724,1.996313012,0.728606907,7.798004607,2.786586824,-0.000162029,0.12300247,0,0,0
15576,15736.28283,10.16.2015 13:56:35,2623.736743,6,1,-1.000162005,3.621706724,1.996313012,0.728889034,7.798004607,2.787608623,-9.72271E-05,0.12300247,0,0,0
15577,15737.29855,10.16.2015 13:56:36,2624.752456,6,1,-0.999980688,3.621544838,1.996313012,0.729171202,7.798004607,2.788630541,-0.000129604,0.12300247,0,0,0
15578,15738.29857,10.16.2015 13:56:37,2625.75248,6,1,-1.000162005,3.621382713,1.996313012,0.729449018,7.798004607,2.789636656,-0.000129604,0.12300247,0,0,0
15579,15739.31414,10.16.2015 13:56:38,2626.768047,6,1,-1.000162005,3.621382713,1.996313012,0.729731136,7.798004607,2.790658312,-9.72271E-05,0.12300247,0,0,0
15580,15740.32894,10.16.2015 13:56:39,2627.782851,6,1,-1.000162005,3.621058702,1.996313012,0.73001305,7.798004607,2.791679191,-9.72271E-05,0.12300247,0,0,0
15581,15741.32978,10.16.2015 13:56:40,2628.783692,6,1,-1.000162005,3.621058702,1.996313012,0.730291094,7.798004607,2.792686013,-9.72271E-05,0.12300247,0,0,0
15582,15742.34534,10.16.2015 13:56:41,2629.799251,6,1,-1.000162005,3.621058702,1.996313012,0.730573211,7.798004607,2.793707549,-0.000129604,0.12300247,0,0,0
15583,15743.34535,10.16.2015 13:56:42,2630.799259,6,1,-0.999980688,3.620896816,1.996313012,0.730851022,7.798004607,2.794713456,-6.48022E-05,0.12300247,0,0,0
15584,15744.3609,10.16.2015 13:56:43,2631.814805,6,1,-1.000162005,3.620734692,1.996313012,0.731133149,7.798004607,2.795734957,-9.72271E-05,0.12300247,0,0,0
15585,15745.37664,10.16.2015 13:56:44,2632.830546,6,1,-1.000162005,3.620572805,1.996313012,0.731415323,7.798004607,2.796756608,-9.71794E-05,0.12300247,0,0,0
15586,15746.39218,10.16.2015 13:56:45,2633.846093,6,1,-1.000162005,3.620410681,1.996313012,0.731697459,7.798004607,2.797778076,-0.000129604,0.12300247,0,0,0
15587,15747.40778,10.16.2015 13:56:46,2634.861695,6,1,-1.000162005,3.620248556,1.996313012,0.731979605,7.798004607,2.798799543,-9.72271E-05,0.12300247,0,0,0
15588,15748.40782,10.16.2015 13:56:47,2635.861728,6,1,-1.000162005,3.62008667,1.996313012,0.732257436,7.798004607,2.79980535,-0.000129604,0.12300247,0,0,0
15589,15749.42348,10.16.2015 13:56:48,2636.877395,6,1,-1.000343323,3.619924545,1.996313012,0.732539611,7.798004607,2.800826845,-0.000129652,0.12300247,0,0,0
15590,15750.43869,10.16.2015 13:56:49,2637.892597,6,1,-1.000162005,3.619924545,1.996313012,0.732821647,7.798004607,2.801847806,-9.72271E-05,0.12300247,0,0,0
15591,15751.45467,10.16.2015 13:56:50,2638.908582,6,1,-1.000162005,3.619762659,1.996313012,0.733103893,7.798004607,2.802869487,-9.71794E-05,0.12300247,0,0,0
15592,15752.47032,10.16.2015 13:56:51,2639.924227,6,1,-0.999980688,3.619762659,1.996313012,0.733386055,7.798004607,2.803890818,-9.71794E-05,0.12300247,0,0,0
15593,15753.48518,10.16.2015 13:56:52,2640.939092,6,1,-1.000162005,3.619600534,1.996313012,0.733663829,7.798004607,2.804896242,-9.72271E-05,0.12300247,0,0,0
15594,15754.48588,10.16.2015 13:56:53,2641.939788,6,1,-1.000162005,3.619276524,1.996313012,0.733945995,7.798004607,2.805917523,-0.000162029,0.12300247,0,0,0
15595,15755.48589,10.16.2015 13:56:54,2642.939796,6,1,-1.000343323,3.619276524,1.996313012,0.734223802,7.798004607,2.806922998,-9.72271E-05,0.12300247,0,0,0
15596,15756.50145,10.16.2015 13:56:55,2643.955361,6,1,-1.000162005,3.619114637,1.996313012,0.734505926,7.798004607,2.807944065,-9.71794E-05,0.12300247,0,0,0
15597,15757.51713,10.16.2015 13:56:56,2644.971045,6,1,-1.000162005,3.618790627,1.996313012,0.734788081,7.798004607,2.808965212,-0.000161982,0.12300247,0,0,0
15598,15758.53259,10.16.2015 13:56:57,2645.9865,6,1,-0.999980688,3.618952513,1.996313012,0.735070169,7.798004607,2.809986075,-9.72271E-05,0.12300247,0,0,0
15599,15759.5484,10.16.2015 13:56:58,2647.002308,6,1,-1.000162005,3.618790627,1.996313012,0.735352347,7.798004607,2.811007228,-0.000129604,0.12300247,0,0,0
15600,15760.56392,10.16.2015 13:56:59,2648.017827,6,1,-1.000162005,3.618628502,1.996313012,0.73563446,7.798004607,2.812028101,-9.72271E-05,0.12300247,0,0,0
15601,15761.56393,10.16.2015 13:57:00,2649.017838,6,1,-1.000162005,3.618466616,1.996313012,0.73591227,7.798004607,2.813033354,-0.000129604,0.12300247,0,0,0
15602,15762.57955,10.16.2015 13:57:01,2650.033456,6,1,-1.000162005,3.618466616,1.996313012,0.736194419,7.798004607,2.814054268,-9.71794E-05,0.12300247,0,0,0
15603,15763.59512,10.16.2015 13:57:02,2651.049033,6,1,-1.000162005,3.618142366,1.996313012,0.736476557,7.798004607,2.815075116,-0.000162029,0.12300247,0,0,0
15604,15764.59515,10.16.2015 13:57:03,2652.049059,6,1,-0.999980688,3.618142366,1.996313012,0.736754371,7.798004607,2.816080287,-9.72271E-05,0.12300247,0,0,0
15605,15765.61076,10.16.2015 13:57:04,2653.06467,6,1,-0.999980688,3.618142366,1.996313012,0.737036506,7.798004607,2.817101072,-6.48499E-05,0.12300247,0,0,0
15606,15766.62634,10.16.2015 13:57:05,2654.080246,6,1,-1.000162005,3.617818356,1.996313012,0.737318628,7.798004607,2.818121769,-0.000129652,0.12300247,0,0,0
15607,15767.64197,10.16.2015 13:57:06,2655.095881,6,1,-0.999980688,3.617818356,1.996313012,0.737600782,7.798004607,2.819142551,-9.72271E-05,0.12300247,0,0,0
15608,15768.65757,10.16.2015 13:57:07,2656.111483,6,1,-1.000162005,3.617656469,1.996313012,0.73788292,7.798004607,2.820163236,-0.000129604,0.12300247,0,0,0
15609,15769.67323,10.16.2015 13:57:08,2657.127138,6,1,-0.999980688,3.617656469,1.996313012,0.738165077,7.798004607,2.821183953,-6.48022E-05,0.12300247,0,0,0
15610,15770.68799,10.16.2015 13:57:09,2658.141902,6,1,-0.999980688,3.617332458,1.996313012,0.738446986,7.798004607,2.822203737,-0.000129604,0.12300247,0,0,0
15611,15771.6888,10.16.2015 13:57:10,2659.142714,6,1,-0.999980688,3.617332458,1.996313012,0.738725015,7.798004607,2.823209455,-6.48022E-05,0.12300247,0,0,0
15612,15772.70443,10.16.2015 13:57:11,2660.158339,6,1,-1.000343323,3.617008448,1.996313012,0.739007161,7.798004607,2.824230021,-0.000129604,0.12300247,0,0,0
15613,15773.70444,10.16.2015 13:57:12,2661.158349,6,1,-1.000162005,3.617008448,1.996313012,0.739284968,7.798004607,2.825234857,-9.71794E-05,0.12300247,0,0,0
15614,15774.71999,10.16.2015 13:57:13,2662.1739,6,1,-1.000162005,3.616684437,1.996313012,0.739567079,7.798004607,2.826255223,-0.000161982,0.12300247,0,0,0
15615,15775.72,10.16.2015 13:57:14,2663.173911,6,1,-1.000162005,3.616684437,1.996313012,0.739844895,7.798004607,2.827260019,-0.000129604,0.12300247,0,0,0
15616,15776.73567,10.16.2015 13:57:15,2664.189578,6,1,-0.999980688,3.616522312,1.996313012,0.740127052,7.798004607,2.828280486,-0.000129604,0.12300247,0,0,0
15617,15777.75123,10.16.2015 13:57:16,2665.205139,6,1,-1.000162005,3.616360426,1.996313012,0.740409178,7.798004607,2.829300795,-0.000129604,0.12300247,0,0,0
15618,15778.76687,10.16.2015 13:57:17,2666.220779,6,1,-0.999980688,3.616360426,1.996313012,0.740691328,7.798004607,2.830321165,-0.000129604,0.12300247,0,0,0
15619,15779.78244,10.16.2015 13:57:18,2667.236353,6,1,-1.000162005,3.616198301,1.996313012,0.740973456,7.798004607,2.83134142,-9.72271E-05,0.12300247,0,0,0
15620,15780.7981,10.16.2015 13:57:19,2668.252009,6,1,-1.000162005,3.61587429,1.996313012,0.741255611,7.798004607,2.832361735,-0.000129604,0.12300247,0,0,0
15621,15781.7981,10.16.2015 13:57:20,2669.252015,6,1,-0.999980688,3.61587429,1.996313012,0.741533411,7.798004607,2.833366266,-0.000129604,0.12300247,0,0,0
15622,15782.81366,10.16.2015 13:57:22,2670.267573,6,1,-1.000162005,3.61587429,1.996313012,0.741815528,7.798004607,2.834386374,-0.000129604,0.12300247,0,0,0
15623,15783.82931,10.16.2015 13:57:23,2671.28322,6,1,-1.000162005,3.61555028,1.996313012,0.742097676,7.798004607,2.835406548,-0.000129604,0.12300247,0,0,0
